term,alpha_i,alpha_not_i,alpha_0i
contacts,0.0060638148101540236,158.60372173389132,158.60978554870147
contain,0.1394971680289297,2626.4800930327738,2626.6195902008026
contained,0.018195778105734563,363.833099590966,363.85129536907175
container,0.001105229765262198,77.87065986387482,77.87176509364008
containing,0.04443011866988228,652.8898618279873,652.9342919466571
contains,0.16230857377211114,1811.1588255369118,1811.321134110684
contemporary,0.0022872325871213526,86.93422311758302,86.93651035017014
contempt,0.0014198181456789906,85.41363520987706,85.41505502802273
contend,0.0032489583764876043,187.626270501957,187.62951946033348
content,0.02223339617781348,274.4120860335943,274.4343194297721
contention,0.002809396369337833,134.16192844666395,134.1647378430333
contents,0.08568506130871245,1805.4214110524679,1805.5070961137767
contest,0.00538248497365684,238.47775612103683,238.4831386060105
contests,0.0016163733350129392,141.1878043573704,141.18942073070542
context,0.039659046232311757,340.2862381207747,340.32589716700704
continent,0.0024137209813083677,118.43650377195227,118.43891749293358
continental,0.0051956254219459675,203.39394958286078,203.39914520828273
continually,0.0027322577567344005,168.61599603980108,168.61872829755782
continue,0.06702923649966697,665.0910649112832,665.1580941477829
continued,0.015628856121508616,196.35265485346656,196.36828370958807
continues,0.01243958169395361,207.71044063348756,207.7228802151815
continuing,0.004955123351051814,277.7087450742824,277.71370019763344
continuous,0.014725814164511372,750.2513018508399,750.2660276650045
continuously,0.004004185063360189,168.43276536509757,168.43676955016093
contract,0.010222497463773733,192.55803061600696,192.56825311347075
contracted,0.003102022535366394,300.43957997874736,300.4426820012827
contractors,0.0015602430119400182,115.8819685091186,115.88352875213053
contracts,0.0028393795787639555,112.73984580724357,112.74268518682233
contradict,0.0058833694981941095,153.36192549724728,153.3678088667455
contradiction,0.004662934749055277,105.02346567110287,105.02812860585192
contradictions,0.006252647421005624,512.5578012131899,512.5640538606109
contradictory,0.0083175760106909,173.11854438486006,173.12686196087074
contradicts,0.00398919167523852,285.69572421743385,285.6997134091091
contrary,0.07185464106859739,1256.816059909845,1256.8879145509136
contrast,0.01021966398025109,289.84168970640155,289.8519093703818
contrib,0.004519048492353962,99.40695125664229,99.41147030513464
contribute,0.00789393599804244,208.93675124333882,208.94464517933687
contributed,0.03004541820993345,1113.747357053992,1113.7774024722019
contributing,0.005646555100609742,395.1682873327615,395.1739338878621
contribution,0.021687781109200995,629.8688427348651,629.8905305159743
contributions,0.009108164019356484,277.0514861680071,277.0605943320265
contributors,0.0024144417993662544,155.60004737430975,155.60246181610913
control,0.1439178846216107,364.47588871061845,364.61980659524005
controler,0.0012882805872483137,74.18108777877138,74.18237605935863
controlled,0.017334629547083123,199.9917742560562,200.0091088856033
controller,0.015125556797564313,63.66636923792137,63.68149479471894
controllers,0.0037968261938091416,118.93906244176968,118.94285926796348
controlling,0.014740020582633247,658.2901459845856,658.3048860051682
controls,0.011277821878544415,129.0397770233653,129.05105484524384
controversial,0.0017739768140462367,110.52070038940819,110.52247436622224
controversy,0.01975474851256889,1883.418878390261,1883.4386331387734
convenience,0.0052728217750187,145.52620319860438,145.5314760203794
convenient,0.007529741838291634,227.82125434932706,227.82878409116535
conveniently,0.0035391269311279006,328.59933477950705,328.60287390643816
convention,0.004383404708690065,169.08189309300073,169.0862764977094
conventional,0.009949645420034969,252.00975187180902,252.01970151722904
conventions,0.0013517180908237628,107.5120149906919,107.51336670878271
conversation,0.02257600519447193,361.2883750327141,361.3109510379086
conversations,0.02098743636500449,586.206916093147,586.227903529512
conversion,0.009853069497198368,193.53607703994987,193.54593010944708
convert,0.030144099093210235,297.55086798782435,297.58101208691755
converted,0.036975187107395426,918.0579379227568,918.0949131098641
converter,0.003947916241100939,66.84413945648666,66.84808737272776
converters,0.0018693545512735907,174.83181871733117,174.83368807188245
convertible,0.0009523107768302065,34.2092501531763,34.21020246395313
converting,0.018155462137987344,852.3540008102484,852.3721562723864
converts,0.012647012229069525,957.8835431278638,957.8961901400929
convex,0.0074093512135651315,690.8526555105595,690.8600648617731
convict,0.003252385540463401,189.55802068703852,189.56127307257898
convicted,0.016489299043586488,835.2072221453097,835.2237114443533
conviction,0.004443445594464667,105.18729448079395,105.19173792638841
convictions,0.07999256126491527,10846.863965967597,10846.943958528862
convince,0.012685494062042876,127.44713437127079,127.45981986533283
convinced,0.01984871135723959,311.3633522514042,311.3832009627614
convincing,0.02955096915463543,781.1659579023362,781.1955088714909
cook,0.004942515754285371,161.05627316026056,161.06121567601485
cooking,0.006839939477687588,392.72878181029324,392.7356217497709
cool,0.016125854170385822,271.1849473538788,271.2010732080492
cooling,0.00259573437984876,69.33863697593799,69.34123271031784
cooper,0.0010221948227171463,37.1978573210928,37.198879515915515
cooperate,0.008104382840300545,426.1237215766632,426.1318259595035
cooperation,0.014769405614469492,271.22624753343786,271.2410169390523
cooperative,0.0030794843209631557,244.62170090470397,244.62478038902492
coordinate,0.006040199327470694,389.2456764043425,389.25171660366993
coordinated,0.0015424749359788147,99.4396988053594,99.44124128029537
coordinates,0.0019750233128015423,144.77612066798036,144.77809569129317
cop,0.005978910520098355,166.74137462407612,166.74735353459621
cope,0.0015628906173951902,116.20648518640158,116.20804807701897
copied,0.045792868420022274,2977.6320428828235,2977.6778357512435
copies,0.0231216131390047,216.8339523590014,216.8570739721404
copper,0.0018806223847052436,86.01972789103925,86.02160851342396
coprocessor,0.0020392579189719698,53.00169423607517,53.00373349399414
cops,0.010123848196866422,164.19682357811377,164.20694742631062
copy,0.06554208992614768,249.5333752140459,249.59891730397203
copying,0.006430292372552576,273.43484791795686,273.4412782103294
copyright,0.04743940756233033,847.0465236213996,847.093963028962
copyrighted,0.003439018844620761,155.47570198170067,155.4791410005453
cor,0.0016606941277431753,57.388545897181295,57.39020659130904
cord,0.0020293469051161795,88.21468114372425,88.21671049062937
cordially,0.0028689005725342017,170.6041256542573,170.60699455482984
cordless,0.0019505431621230098,91.36885359042866,91.37080413359078
core,0.010210867593434843,134.73660161939463,134.74681248698806
corel,0.0011071100200631034,58.96329654809901,58.964403658119075
corinthians,0.0020480034291061365,88.34930358687869,88.3513515903078
corn,0.0007453952669501662,26.982686313588566,26.983431708855516
cornell,0.0017824855649293488,81.09075863450009,81.09254112006502
corner,0.012981713895635991,157.94235458432112,157.95533629821676
corners,0.008826955869599752,465.8102608902533,465.8190878461229
corp,0.01848024847645406,253.5829426789621,253.60142292743856
corporate,0.0121187686646847,253.91327741804204,253.92539618670673
corporation,0.061247271263017815,1609.8290047046846,1609.8902519759476
corporations,0.002025028799913763,97.04223789819711,97.04426292699704
corps,0.017745357753203437,931.2324989493358,931.250244307089
corpses,0.0022481801307466637,135.16941166559792,135.17165984572867
corpus,0.0024013031096076594,248.98595802941927,248.9883593325289
correct,0.1956536178277019,766.2359297534116,766.4315833712393
corrected,0.026187282517217823,677.9784400995059,678.004627382023
correction,0.012275176413112338,298.1733485291051,298.1856237055182
corrections,0.04071917097835939,2438.742140527889,2438.7828596988675
correctly,0.02453269932631887,191.65175839458274,191.67629109390907
correctness,0.005135690684885234,267.8278267507548,267.8329624414397
correlation,0.012740004908585725,775.0530870442296,775.0658270491382
correspondence,0.013839967114867985,1867.6919888431191,1867.705828810234
corresponding,0.01355926669926453,290.5769932218164,290.59055248851564
corresponds,0.00135373816291181,92.76332962828059,92.76468336644349
corrupt,0.00461451087911011,206.83372964929399,206.8383441601731
corrupted,0.003532483073984546,131.64217762226687,131.64571010534087
corruption,0.004327886788100355,215.33942810845284,215.34375599524094
cos,0.0022233962712628463,93.23885517100574,93.241078567277
cosmic,0.0024200338172883345,83.31722720572152,83.31964723953881
cost,0.07377979071528062,217.09793078236086,217.17171057307615
costing,0.004335099999313085,208.78722615757462,208.79156125757393
costly,0.002788159604660477,125.70964579801266,125.71243395761732
costs,0.0490514600292089,394.7015727621281,394.7506242221573
cote,0.002560496937947033,238.68368027499508,238.68624077193303
could,0.7680196576226418,477.9307313222091,478.69875097983174
couldn,0.17928269925855803,1024.8784973518134,1025.0577800510719
council,0.024902962186438615,484.26669289193654,484.291595854123
counsel,0.003079355770729908,177.8417134253891,177.8447927811598
count,0.043176974737749035,394.73758752190207,394.78076449663985
counted,0.010793876443120012,486.6574226833686,486.66821655981175
counter,0.011236585755796029,169.58852789412248,169.59976447987827
counterparts,0.003093959889222503,199.01026872305283,199.01336268294205
countersteering,0.001419727656884861,59.71574254100108,59.717162268657965
counting,0.023100205411195892,1069.3201761902242,1069.3432763956353
countless,0.017494455275873913,1550.7308342354158,1550.7483286906918
countries,0.062338660657171,593.0170049811162,593.0793436417733
country,0.08322244901918927,298.3917612080694,298.4749836570886
counts,0.004332048888524925,106.10145907191621,106.10579112080474
county,0.012728821999631885,225.10341548599436,225.116144307994
couple,0.08061557102582971,250.75026511311077,250.8308806841366
coupled,0.012091660584509304,815.0126041357682,815.0246957963527
courage,0.0038825171135564284,426.39696882744886,426.4008513445624
course,0.240504272075704,366.213497638686,366.45400191076175
courses,0.003155030901280498,117.70476322177917,117.70791825268046
court,0.03774787950402686,206.40157737489,206.43932525439402
courtesy,0.012135943024089595,561.835573774418,561.8477097174421
courtnall,0.0011955495264322233,49.76280505159442,49.76400060112085
courts,0.00591944258200693,144.6267039399566,144.6326233825386
covenant,0.0044059474748729096,393.756746821471,393.76115276894586
cover,0.039731359924395984,239.41530983060315,239.45504119052754
coverage,0.008394244304265138,82.7302150290397,82.73860927334397
covered,0.07725399154298565,1060.1266080806815,1060.2038620722244
covering,0.011917825897252982,262.8639725257061,262.87589035160335
covers,0.007188824462640772,118.21664806280371,118.22383688726636
covington,0.0033437704252653067,198.1369784268015,198.14032219722677
cows,0.0020039014894707528,142.69116615550533,142.6931700569948
cox,0.0007391391562302463,38.0955594442682,38.09629858342443
cp,0.0025470002439645666,98.05003875879297,98.05258575903693
cpr,0.006826977234791918,214.0719380560734,214.0787650333082
cpsr,0.0014855116321560084,64.63679157133903,64.63827708297119
cpu,0.009925828116901977,77.02384894166013,77.03377476977704
cpus,0.006327609559832443,512.203027095515,512.2093547050748
cr,0.005625732139911896,178.5773118801372,178.5829376122771
crack,0.008773663534427871,193.65223574332902,193.66100940686346
cracked,0.001858140980056906,76.40263057937531,76.40448872035537
cracking,0.0021898508998520936,109.74718924230201,109.74937909320187
craft,0.013732557675635004,626.1097104111305,626.1234429688062
craig,0.01674985440643961,432.10477902672363,432.1215288811301
cramer,0.002027941294027966,95.23109676322501,95.23312470451904
crap,0.05010674001798555,801.0761229949253,801.1262297349433
crash,0.008671738985099974,115.27622453805053,115.28489627703563
crashed,0.0027188345607433283,116.09245301011444,116.09517184467518
crashes,0.008107533182007671,201.8209463676357,201.8290539008177
crashing,0.0015425533405914013,77.45829921902539,77.45984177236598
craven,0.0012909831723385275,85.89947038770858,85.90076137088091
crawl,0.003672300579809094,437.7075746651563,437.7112469657361
cray,0.0055395479305131055,285.6735221065298,285.6790616544603
crazy,0.036217504970366486,536.6183386663585,536.6545561713289
cream,0.001099316626332735,77.14277199753396,77.1438713141603
create,0.054258718932532986,250.62640914502273,250.68066786395528
created,0.055517796304406966,349.3768602678081,349.4323780641125
creates,0.011334605981004896,322.0634691746731,322.0748037806541
creating,0.05517670330585716,1102.0457679323351,1102.100944635641
creation,0.07243901358108885,1189.1205638980434,1189.1930029116245
creative,0.02103194587298594,1048.5222576653214,1048.5432896111943
creator,0.023723439494074156,1298.9794304099123,1299.0031538494063
creature,0.0026540453799262197,126.04941302159305,126.05206706697298
creatures,0.0016951123718443651,158.72505132583763,158.72674643820946
credibility,0.0015937911220424987,48.25029265621623,48.25188644733827
credible,0.004301371227650242,247.24408090548295,247.2483822767106
credit,0.01711897061776725,214.39983149673208,214.41695046734984
creed,0.0009813480041986258,45.43866886491096,45.439650212915154
crew,0.007629478053593747,204.0942340839391,204.1018635619927
cried,0.017843279504591438,1071.559303293112,1071.5771465726166
crime,0.0284228614476567,170.93960565391743,170.9680285153651
crimes,0.02132898567885685,270.1055054243566,270.1268344100354
criminal,0.022471331321238693,224.13377095809295,224.1562422894142
criminals,0.028567873596693424,330.1868855408334,330.21545341443004
cripple,0.002133915994735348,129.3280252581197,129.33015917411444
crisis,0.006948642924572943,247.94546742208053,247.9524160650051
criteria,0.011275692973715664,287.32473760848615,287.33601330145984
critical,0.058601097283429555,1229.6622512544127,1229.720852351696
criticism,0.004331613938670474,88.85652036388004,88.86085197781871
criticize,0.002617522964011836,194.63736969805242,194.63998722101644
criticizing,0.000857282577559254,50.21157634573744,50.212433628315
critics,0.03843387706796781,3310.5719604909964,3310.610394368064
critique,0.0011829410878184986,86.67813540952709,86.6793183506149
crl,0.0008984335859665692,106.57469278094786,106.57559121453383
crooks,0.0013108867263445768,102.57820171033305,102.57951259705939
crop,0.0021532677189829924,196.60966387004513,196.61181713776412
cross,0.025143113875820557,196.2612689369588,196.28641205083463
crossing,0.004181579353815305,237.81830802445998,237.8224896038138
crossposted,0.004280168489483558,314.74749212191716,314.7517722904066
crossposting,0.001340025559538218,70.30030042967108,70.30164045523063
crowd,0.01482788511799065,467.86639465414976,467.88122253926775
crown,0.005580234027870724,574.5046696395458,574.5102498735737
crucial,0.006974664804030214,201.47055664447345,201.47753130927748
crucifixion,0.0015973054772619392,138.82136002408694,138.82295732956422
cruel,0.002114639670164825,78.38241575928032,78.38453039895049
cruise,0.003624980586477533,155.72454044432237,155.72816542490884
cruiser,0.0015849241637271021,80.98727955723953,80.98886448140325
crushed,0.0016570453408114177,227.1783640882755,227.1800211336163
cruz,0.009526839392112754,1248.0613305961979,1248.07085743559
cry,0.004639109105712076,254.0967094736989,254.1013485828046
crying,0.0037848723805525347,146.02401191303167,146.02779678541222
crypt,0.006212672603980844,155.40411255191674,155.41032522452073
cryptanalysis,0.005154721425636648,263.9783049494761,263.98345967090177
crypto,0.011120785816087766,133.76663372993127,133.77775451574735
cryptographic,0.004396980329657604,121.52127174444928,121.52566872477894
cryptography,0.011556181401267135,164.50839535008515,164.5199515314864
cryptology,0.0018516547621861745,149.70356343233877,149.70541508710096
cryptosystem,0.0021442614250668486,144.9851654282796,144.98730968970466
cryptosystems,0.004015151696988883,296.5828699699388,296.5868851216358
crystal,0.008266490851571945,297.4705016551132,297.47876814596475
cs,0.04930720641487731,270.2273075031799,270.27661470959475
csc,0.003126670110960556,222.72180765657535,222.7249343266863
csd,0.0009766108226877009,42.19769864564914,42.19867525647183
csh,0.0016241506904681358,107.7754481831416,107.77707233383208
cso,0.00408260730577191,149.31726573816465,149.32134834547043
csrc,0.0022281041709709807,127.00109216903756,127.00332027320853
ct,0.006532470163461202,239.59294121516822,239.59947368533167
ctrl,0.0015018937386942312,47.710889518545635,47.712391412284326
cts,0.0014555514253347145,79.44263097526951,79.44408652669485
cu,0.0014946975527776406,73.35031088170467,73.35180557925744
cube,0.0018184006906337145,100.12516935644463,100.12698775713527
cubic,0.0012072680436382346,79.1859067012714,79.18711396931505
cubs,0.002004190128983337,19.01209422978179,19.014098419910773
cullen,0.0013348900495554076,62.153173282993464,62.15450817304302
cult,0.00988019004530901,272.5878778320345,272.5977580220798
cults,0.010350427286835053,1379.1591067991365,1379.1694572264232
cultural,0.022132850013141633,523.4940279070868,523.5161607570999
culture,0.018070805057738438,212.26194557584208,212.2800163808998
cultures,0.03247374166084756,3078.142449928477,3078.174923670138
cup,0.013626761897036268,108.26598639041535,108.27961315231238
cups,0.0021185440307575306,115.1574770530882,115.15959559711895
cure,0.006531771480519357,204.22919667115295,204.23572844263347
cured,0.008823179258041538,936.5665861485562,936.5754093278142
curiosity,0.001543998028068096,89.69326994791881,89.69481394594688
curious,0.10972592012680941,1226.0925866508799,1226.2023125710066
currency,0.0017430427341166286,116.92859154549785,116.93033458823197
current,0.1382947355551188,376.6570096027421,376.7953043382972
currently,0.28637156972372413,1660.851318486271,1661.1376900559949
curse,0.0019427350556318146,185.05738191280906,185.05932464786468
cursor,0.0032808691174925084,55.8050802608946,55.80836113001209
curt,0.0016177716905469487,141.8252774065186,141.82689517820916
curtis,0.01809763072973619,1398.2452100988887,1398.2633077296184
curve,0.0032466461745154266,90.70312150863735,90.70636815481187
curves,0.0018059207145839043,126.83339480159188,126.83520072230647
custom,0.008752849292647866,143.89984352273552,143.90859637202817
customer,0.009191261653277036,270.1029028197299,270.11209408138313
customers,0.008975218506452649,218.59581499471702,218.60479021322348
customs,0.0024599574256933244,257.22462720971583,257.2270871671415
cut,0.07293929246820373,355.67513752868524,355.74807682115346
cute,0.0023701452810159303,73.294476562305,73.29684670758601
cuts,0.004174483546429208,106.93870611275761,106.94288059630405
cutting,0.005824612796412531,102.41166651963337,102.41749113242979
cv,0.005588790977442828,304.73415770441903,304.7397464953965
cview,0.0007031950905258915,17.048148681489554,17.04885187658008
cw,0.004073534213651489,178.6766317403709,178.68070527458457
cwru,0.0014177109189416849,53.21895948536063,53.22037719627957
cx,0.0017979748468578234,39.468689593685625,39.470487568532484
cy,0.007561226542534071,377.1455161719664,377.1530773985089
cycle,0.011215970426727813,184.57186720215063,184.58308317257735
cycles,0.006370817499271238,306.44565927276903,306.4520300902683
cylinder,0.0030969226258673213,82.56608489457982,82.56918181720569
cylinders,0.0027813297295990534,157.12573850121623,157.12851983094583
cynical,0.0018141993089910505,83.83161543597267,83.83342963528166
cyprus,0.0031409128239164616,74.92729048403967,74.9304313968636
cyrix,0.0009296610454540055,58.00386029342351,58.00478995446896
cz,0.0063322837395258635,409.2614496547523,409.26778193849185
czech,0.000763810414882498,33.758421718010865,33.759185528425746
da,0.002821682160274002,66.42897217404263,66.4317938562029
dad,0.0026269594362845297,131.98367021031004,131.98629716974634
daily,0.01848148515502532,245.64517831284957,245.6636597980046
dale,0.017257001639406886,319.93043078899,319.9476877906294
dallas,0.005030724193630273,151.36229665657683,151.36732738077046
damage,0.020786653434798717,205.4961318525935,205.5169185060283
damaged,0.010399972416663213,313.15058791087176,313.16098788328844
damages,0.010219703059783763,1223.6197407972386,1223.6299605002985
damaging,0.005703088621075589,330.12587053511015,330.13157362373124
damn,0.02819142534522942,254.85151976400934,254.87971118935457
damnation,0.0015177646945973798,96.91000756950427,96.91152533419887
damned,0.04510859528752644,2445.0712406075754,2445.116349202863
dan,0.016387096265855355,182.15421968643417,182.17060678270002
dance,0.0019185822624718236,73.25019077853244,73.25210936079492
dancing,0.0008737101301683034,43.68456834957037,43.685442059700534
danger,0.032369566615589956,946.664089638053,946.6964592046686
dangerous,0.02458803425749186,242.06384399338785,242.08843202764535
dangers,0.008563631254341963,502.91689777279703,502.92546140405136
daniel,0.008224268347049512,200.14659766259223,200.15482193093928
danny,0.004533772090584256,265.6492613191865,265.6537950912771
dare,0.014719191176401828,751.3199893270462,751.3347085182226
darius,0.002781569781656495,166.38814160094068,166.39092317072235
dark,0.1095544703405386,2101.240220330249,2101.34977480059
darkness,0.0020222279870543954,85.47124553404647,85.47326776203353
darn,0.0024346911179834443,107.63970768664107,107.64214237775906
darren,0.0023972308089096413,119.15265076857214,119.15504799938105
darryl,0.004820952992084991,442.33232846278634,442.3371494157784
dartmouth,0.0018649330893888935,82.29844789955072,82.30031283264012
darwin,0.002526875031563813,266.85824002245573,266.8607668974873
das,0.004781169775440398,129.83696437558055,129.841745545356
dash,0.0012223084964532991,63.61615413419025,63.617376442686705
dat,0.004565553874742431,216.89738939645903,216.9019549503338
data,0.07042712617301855,118.5828918895353,118.65331901570832
database,0.008871828952555382,121.83132277730293,121.84019460625548
databases,0.0038672959843836304,105.02965226731118,105.03351956329556
date,0.1043607595913902,593.5295169800713,593.6338777396627
dated,0.0034456405674410336,155.4348609241078,155.43830656467523
dates,0.011219875720307722,352.5170513891448,352.5282712648651
dating,0.007136403453262259,452.5873219046506,452.59445830810387
daughter,0.009128406486175196,208.39054432984096,208.39967273632715
daughters,0.017172255865757675,1205.3072741574783,1205.324446413344
dave,0.02765803110637895,164.43409290007298,164.46175093117935
david,0.06274844449375858,221.68849323563254,221.7512416801263
davidian,0.0021556025561752967,63.481567053641136,63.48372265619731
davidians,0.007571701369375631,188.9483967828549,188.9559684842243
davidsson,0.003717137406483007,444.2209133321715,444.224630469578
davis,0.0066566600438573665,194.86863926698243,194.8752959270263
dawn,0.006402773789605348,487.94265639011326,487.94905916390286
dawson,0.0014094438269999711,54.27497822823872,54.276387672065724
day,0.18682496077189012,326.95058721886187,327.13741217963377
days,0.17719137672648053,524.2386989437016,524.415890320428
dayton,0.0017098060524696522,82.83450139090577,82.83621119695825
db,0.0029527736798714054,32.90738744108928,32.91034021476915
dc,0.018813445352010766,129.64798706881854,129.66680051417055
dd,0.0052338699900906956,165.8791418442778,165.8843757142679
de,0.041853712419092484,264.6739520764345,264.7158057888536
dea,0.0009807468496725931,63.603755615023736,63.60473636187341
dead,0.07464123084662592,369.9360910722275,370.0107323030741
deadline,0.0044583865137069485,135.55275071243622,135.55720909894993
deadly,0.005138093908156972,238.93262126324225,238.9377593571504
deal,0.09675286513237934,339.43072207628336,339.52747494141573
dealer,0.014108704585807976,102.854525702414,102.8686344069998
dealers,0.00699128068188655,87.44741261097106,87.45440389165294
dealership,0.0016498679400827672,69.26120113545736,69.26285100339744
dealing,0.05792800057945309,720.9212116960313,720.9791396966107
deals,0.004799530620639568,109.86830180762604,109.87310133824668
dealt,0.020732160887184457,1538.053193744698,1538.0739259055854
dean,0.004619971411460277,137.8224564282301,137.82707639964158
dear,0.024387851663004716,374.858766115514,374.883153967177
death,0.10518808276051733,515.4808324505939,515.5860205333544
deaths,0.014225902999179533,239.696838113691,239.7110640166902
debate,0.04990775285371094,825.328567273827,825.3784750266808
debating,0.02432935121866404,3619.83710798167,3619.8614373328887
debt,0.005266494325508893,107.25462546489665,107.25989195922216
debug,0.016023336486454747,2258.034070263288,2258.0500935997743
dec,0.022536778709578504,259.3580523162623,259.38058909497187
decade,0.029543737159252247,1389.916718704464,1389.9462624416233
decades,0.011621064783342617,251.7382535813364,251.74987464611976
december,0.007873653238397867,98.02084254246287,98.02871619570126
decent,0.02072132334830018,174.25087006227014,174.27159138561845
decide,0.046068045303292574,408.59010953956835,408.63617758487163
decided,0.11512439326655119,930.7397169025033,930.8548412957699
decides,0.00426575965050278,110.64606329504691,110.65032905469742
deciding,0.00220234220354008,112.63955482711178,112.64175716931533
decipher,0.023810483354019422,1310.246935522721,1310.2707460060751
decision,0.11429576248625732,982.1686245822782,982.2829203447644
decisions,0.04491831885444949,1097.9457121865858,1097.99063050544
deck,0.003308358614935916,91.9796236536178,91.98293201223272
declaration,0.005280332548062605,283.2695978810788,283.2748782136269
declare,0.006837100308688029,267.6277947332921,267.6346318336008
declared,0.07364806559023719,4049.3481741787123,4049.4218222443023
declaring,0.02287141653890291,1432.8270727863003,1432.8499442028392
decline,0.003540773208078161,183.51075156835526,183.51429234156333
declined,0.003490351483149114,182.2641939962457,182.26768434772885
declining,0.001133177575504973,69.2077786041185,69.20891178169401
decode,0.00666573688900909,286.9212278467257,286.9278935836147
decoder,0.0010679934624275268,53.638827516529325,53.63989550999175
decoding,0.0017390302590246543,77.71618789493814,77.71792692519718
decrease,0.003382975745984455,208.6342092138211,208.63759218956707
decreased,0.002542878167011233,126.96128573397914,126.96382861214614
decreases,0.0018916320019484924,178.11195014589688,178.11384177789884
decrypt,0.0197605864933618,672.2568549683884,672.2766155548818
decrypted,0.01045240323186971,964.5382439643498,964.5486963675817
decryption,0.008281055722594056,541.1739063735963,541.1821874293189
dedicated,0.0048644589095290704,107.10213677979614,107.10700123870566
deed,0.0031474086580482413,182.63325364656288,182.63640105522092
deeds,0.006701386648134492,301.7477324185445,301.75443380519266
deemed,0.0012720233116186742,97.77689680530062,97.77816882861224
deep,0.1546230993957294,1772.3400191006142,1772.4946422000098
deeper,0.039005004947147,1412.7452899456753,1412.7842949506223
deeply,0.00917738122810845,329.9826777688366,329.9918551500647
deer,0.0026945115599400797,180.15619549637444,180.1588900079344
def,0.001026430006630664,48.295822393728244,48.29684882373488
default,0.022301796626490594,273.87066334869826,273.89296514532475
defaults,0.0016710717419364427,70.64869692011531,70.65036799185725
defeat,0.00440012144111203,151.29884202432166,151.30324214576277
defeated,0.0019786303594848966,116.25378307835955,116.25576170871904
defect,0.0017653263749263495,71.27153401314544,71.27329933952036
defective,0.005751869547370326,297.3948928210855,297.4006446906329
defects,0.0038824514771562176,447.82777897437217,447.83166142584935
defence,0.007012861637642843,342.5122984771828,342.51931133882044
defend,0.0190009780420507,236.1049207629331,236.12392174097513
defenders,0.0035610600417912176,443.20467030510133,443.20823136514315
defending,0.009722692876990058,195.04231972900865,195.05204242188563
defense,0.062465162034918524,363.3426602588451,363.40512542088004
defenseless,0.01988487520470113,2900.6910240103266,2900.7109088855314
defenseman,0.00520360192330477,276.7586595715985,276.7638631735218
defensemen,0.00648996854179869,709.2809585272613,709.2874484958031
defenses,0.002204074757027443,192.97907829601624,192.98128237077327
defensive,0.014737390052029639,260.79265391587717,260.8073913059292
defensively,0.0034763436334015944,259.4852353732129,259.4887117168463
deficit,0.00904738922981338,322.80667801552886,322.81572540475867
definately,0.0026921638101677276,182.23710945896772,182.2398016227779
define,0.020951981744200245,161.80385810150477,161.82481008324896
defined,0.018235708149642788,167.2009790490023,167.21921475715195
defines,0.004868802357747585,237.90814814157144,237.9130169439292
defining,0.041278334377689595,3278.871652140283,3278.9129304746607
definite,0.13496126769067449,2981.570646688355,2981.7056079560457
definitely,0.03421605164996327,343.00317727788405,343.03739332953404
definition,0.02361294812457754,198.1038126589577,198.12742560708227
definitions,0.005943523022536165,121.82153191534057,121.82747543836311
definitive,0.01607519833750935,1735.4936401214845,1735.5097153198221
degree,0.07354734332746998,1180.330903208455,1180.4044505517825
degrees,0.016315737597428184,260.37104075412816,260.3873564917256
deity,0.0027357120831332923,84.30682840378192,84.30956411586506
del,0.005176389709476343,317.44961323553036,317.45478962523987
delay,0.02679641707015283,997.6527119157797,997.6795083328499
delayed,0.007788471496718523,400.5860667912885,400.5938552627852
delays,0.018177830759516612,1066.3628193012921,1066.3809971320516
delegation,0.0012651881991374559,80.41424414860816,80.4155093368073
delete,0.02709990354253815,1214.4430978945475,1214.47019779809
deleted,0.044046743818176894,183.18824382859697,183.23229057241514
deletion,0.0025954663929739995,93.21893581766763,93.2215312840606
deletions,0.005210393710636796,285.91667492816714,285.92188532187777
deliberate,0.008075896714751377,564.4829116057301,564.4909875024449
deliberately,0.006666638110959219,178.90276913912734,178.90943577723831
deliver,0.007968442051336132,224.60071906578432,224.60868750783567
delivered,0.050582165747678,2323.3623581634283,2323.412940329176
delivery,0.038087535926383295,1680.6253052084999,1680.6633927444263
dell,0.0012098322996760462,90.27151927523825,90.27272910753793
delta,0.0034119977785168724,78.1593837525323,78.16279575031082
deluxe,0.0050022439111047584,285.8287582834532,285.83376052736435
demand,0.020955793678261746,315.4936009038053,315.51455669748356
demanded,0.0031953208973178908,162.1979775849794,162.20117290587672
demanding,0.013255997718381858,1180.3018546539456,1180.315110651664
demands,0.0052150634839352025,167.33302187894,167.33823694242395
demo,0.010767744747265943,270.32710748214765,270.33787522689494
democracy,0.006229618888044583,139.01312700252004,139.0193566214081
democrat,0.0009285294103566616,48.821144594805126,48.822073124215486
democratic,0.006395113835833453,124.22509730430265,124.23149241813849
democrats,0.0043579707252207394,203.02912388393116,203.03348185465637
demon,0.002285870346195146,75.84424092781528,75.84652679816148
demonstrate,0.013482782277717476,325.8344227869128,325.8479055691905
demonstrated,0.009624209190460522,194.68444134608475,194.69406555527522
demonstrates,0.004359465780129265,178.625864168109,178.63022363388913
demonstrating,0.012716184095343648,694.45379815244,694.4665143365353
demonstration,0.005575448182718812,165.12126309047537,165.1268385386581
demos,0.0020494247009271343,127.47764674114855,127.47969616584948
denial,0.004564299686134713,105.62554490885586,105.630109208542
denied,0.005713105096691676,112.58518302027673,112.59089612537342
denies,0.009189516710437417,515.2803133861328,515.2895029028432
